07-08-24 59.0
PPCI&N;Abrev. Net. Name;Net. Type;MCC;MNC;Country Initials;Organisation;Network;SIM;Last Update
Tele2 EE;Tele2 EE;GSM 900;248;03;EST;Tele2 Eesti Aktsiaselts;Tele2;8937203;2016-03-02
Telia;Telia;3G 2100;248;01;EST;Telia Eesti AS;Telia;8937201;2016-02-16
Telia;Telia;GSM 1800;248;01;EST;Telia Eesti AS;Telia;8937201;2016-02-16
Telia;Telia;GSM 900;248;01;EST;Telia Eesti AS;Telia;8937201;2016-02-16
Telia;Telia;LTE 1800;248;01;EST;Telia Eesti AS;Telia;8937201;2016-02-16
Telia;Telia;LTE 2600;248;01;EST;Telia Eesti AS;Telia;8937201;2016-02-16
Telia;Telia;LTE 800;248;01;EST;Telia Eesti AS;Telia;8937201;2016-02-16
ethio telecom;ethiotel;2G-GSM DCS 1800;636;01;ETH;Ethio Telecom;ethio telecom;89 251;2023-10-02
ethio telecom;ethiotel;2G-GSM GSM 900;636;01;ETH;Ethio Telecom;ethio telecom;89 251;2023-10-02
ethio telecom;ethiotel;3G-UTRA/FDD 1 - IMT 2.1 GHz;636;01;ETH;Ethio Telecom;ethio telecom;89 251;2023-10-02
ethio telecom;ethiotel;3G-UTRA/FDD 8 - 900 MHz;636;01;ETH;Ethio Telecom;ethio telecom;89 251;2023-10-02
ethio telecom;ethiotel;3G-UTRA/TDD None;636;01;ETH;Ethio Telecom;ethio telecom;89 251;2023-10-02
ethio telecom;ethiotel;4G-E-UTRAN 20 - 800 MHz EDD;636;01;ETH;Ethio Telecom;ethio telecom;89 251;2023-10-02
ethio telecom;ethiotel;4G-E-UTRAN 3 - DCS 1800;636;01;ETH;Ethio Telecom;ethio telecom;89 251;2023-10-02
ethio telecom;ethiotel;4G-E-UTRAN 7 - 2.6 GHz;636;01;ETH;Ethio Telecom;ethio telecom;89 251;2023-10-02
ethio telecom;ethiotel;4G-E-UTRAN-MIoT-LTE-M None;636;01;ETH;Ethio Telecom;ethio telecom;89 251;2023-10-02
ethio telecom;ethiotel;4G-E-UTRAN-MIoT-NB-IoT None;636;01;ETH;Ethio Telecom;ethio telecom;89 251;2023-10-02
ethio telecom;ethiotel;5G NR n78 - TDD 3500;636;01;ETH;Ethio Telecom;ethio telecom;89 251;2023-10-02
DNA - Telia FI;SuomenYV;3G 2100;244;36;FIN;DNA Plc;DNA Ltd - SuomenYV;8935806;2020-02-11
DNA - Telia FI;SuomenYV;3G 900;244;36;FIN;DNA Plc;DNA Ltd - SuomenYV;8935806;2020-02-11
DNA - Telia FI;SuomenYV;GSM 1800;244;36;FIN;DNA Plc;DNA Ltd - SuomenYV;8935806;2020-02-11
DNA - Telia FI;SuomenYV;GSM 900;244;36;FIN;DNA Plc;DNA Ltd - SuomenYV;8935806;2020-02-11
DNA - Telia FI;SuomenYV;LTE 1800;244;36;FIN;DNA Plc;DNA Ltd - SuomenYV;8935806;2020-02-11
DNA - Telia FI;SuomenYV;LTE 2600;244;36;FIN;DNA Plc;DNA Ltd - SuomenYV;8935806;2020-02-11
DNA - Telia FI;SuomenYV;LTE 800;244;36;FIN;DNA Plc;DNA Ltd - SuomenYV;8935806;2020-02-11
FI DNA;DNA;3G 2100;244;12;FIN;DNA Plc;DNA Ltd;8935806;2015-11-18
FI DNA;DNA;3G 900;244;12;FIN;DNA Plc;DNA Ltd;8935806;2015-11-18
FI DNA;DNA;3G 900;244;12;FIN;DNA Plc;DNA Ltd;8935804;2015-11-18
FI DNA;DNA;3G 900;244;12;FIN;DNA Plc;DNA Ltd;8935804;2015-11-18
FI DNA;DNA;GSM 1800;244;12;FIN;DNA Plc;DNA Ltd;8935806;2015-11-18
FI DNA;DNA;GSM 1800;244;12;FIN;DNA Plc;DNA Ltd;8935804;2015-11-18
FI DNA;DNA;GSM 900;244;12;FIN;DNA Plc;DNA Ltd;8935806;2015-11-18
FI DNA;DNA;GSM 900;244;12;FIN;DNA Plc;DNA Ltd;8935804;2015-11-18
FI DNA;DNA;LTE 1800;244;12;FIN;DNA Plc;DNA Ltd;8935806;2015-11-18
FI DNA;DNA;LTE 2600;244;12;FIN;DNA Plc;DNA Ltd;8935806;2015-11-18
FI DNA;DNA;LTE 800;244;12;FIN;DNA Plc;DNA Ltd;8935806;2015-11-18
FI DNA;DNA;3G 2100;244;03;FIN;DNA Plc;DNA Ltd;8935806;2015-11-18
FI DNA;DNA;3G 900;244;03;FIN;DNA Plc;DNA Ltd;8935806;2015-11-18
FI DNA;DNA;3G 900;244;03;FIN;DNA Plc;DNA Ltd;8935804;2015-11-18
FI DNA;DNA;3G 900;244;03;FIN;DNA Plc;DNA Ltd;8935804;2015-11-18
FI DNA;DNA;GSM 1800;244;03;FIN;DNA Plc;DNA Ltd;8935806;2015-11-18
FI DNA;DNA;GSM 1800;244;03;FIN;DNA Plc;DNA Ltd;8935804;2015-11-18
FI DNA;DNA;GSM 900;244;03;FIN;DNA Plc;DNA Ltd;8935806;2015-11-18
FI DNA;DNA;GSM 900;244;03;FIN;DNA Plc;DNA Ltd;8935804;2015-11-18
DNA - Telia FI;SuomenYV;3G 2100;244;36;FIN;Telia Finland Oyj;Telia FI - SuomenYV;8935801;2020-02-11
DNA - Telia FI;SuomenYV;3G 900;244;36;FIN;Telia Finland Oyj;Telia FI - SuomenYV;8935801;2020-02-11
DNA - Telia FI;SuomenYV;GSM 1800;244;36;FIN;Telia Finland Oyj;Telia FI - SuomenYV;8935801;2020-02-11
DNA - Telia FI;SuomenYV;GSM 900;244;36;FIN;Telia Finland Oyj;Telia FI - SuomenYV;8935801;2020-02-11
DNA - Telia FI;SuomenYV;LTE 1800;244;36;FIN;Telia Finland Oyj;Telia FI - SuomenYV;8935801;2020-02-11
DNA - Telia FI;SuomenYV;LTE 2100;244;36;FIN;Telia Finland Oyj;Telia FI - SuomenYV;8935801;2020-02-11
DNA - Telia FI;SuomenYV;LTE 2600;244;36;FIN;Telia Finland Oyj;Telia FI - SuomenYV;8935801;2020-02-11
DNA - Telia FI;SuomenYV;LTE 700;244;36;FIN;Telia Finland Oyj;Telia FI - SuomenYV;8935801;2020-02-11
DNA - Telia FI;SuomenYV;LTE 800;244;36;FIN;Telia Finland Oyj;Telia FI - SuomenYV;8935801;2020-02-11
DNA - Telia FI;SuomenYV;TD-LTE 3600;244;36;FIN;Telia Finland Oyj;Telia FI - SuomenYV;8935801;2020-02-11
Telia FI;Telia;3G 2100;244;91;FIN;Telia Finland Oyj;Telia FI;8935801;2020-02-11
Telia FI;Telia;3G 900;244;91;FIN;Telia Finland Oyj;Telia FI;8935801;2020-02-11
Telia FI;Telia;GSM 1800;244;91;FIN;Telia Finland Oyj;Telia FI;8935801;2020-02-11
Telia FI;Telia;GSM 900;244;91;FIN;Telia Finland Oyj;Telia FI;8935801;2020-02-11
Telia FI;Telia;LTE 1800;244;91;FIN;Telia Finland Oyj;Telia FI;8935801;2020-02-11
Telia FI;Telia;LTE 2100;244;91;FIN;Telia Finland Oyj;Telia FI;8935801;2020-02-11
Telia FI;Telia;LTE 2600;244;91;FIN;Telia Finland Oyj;Telia FI;8935801;2020-02-11
Telia FI;Telia;LTE 700;244;91;FIN;Telia Finland Oyj;Telia FI;8935801;2020-02-11
Telia FI;Telia;LTE 800;244;91;FIN;Telia Finland Oyj;Telia FI;8935801;2020-02-11
Telia FI;Telia;NR-TDD 3500;244;91;FIN;Telia Finland Oyj;Telia FI;8935801;2020-02-11
Telia FI;Telia;TD-LTE 3600;244;91;FIN;Telia Finland Oyj;Telia FI;8935801;2020-02-11
Telia FI;Telia;UTRA/FDD 2100;244;91;FIN;Telia Finland Oyj;Telia FI;8935801;2020-02-11
FI elisa;elisa;2G-GSM None;244;21;FIN;Elisa Corporation;elisa;8935809;2024-02-22
FI elisa;elisa;4G-E-UTRAN None;244;21;FIN;Elisa Corporation;elisa;8935809;2024-02-22
FI elisa;elisa;4G-E-UTRAN-MIoT-LTE-M None;244;21;FIN;Elisa Corporation;elisa;8935809;2024-02-22
FI elisa;elisa;4G-E-UTRAN-MIoT-NB-IoT None;244;21;FIN;Elisa Corporation;elisa;8935809;2024-02-22
FI elisa;elisa;5G NR None;244;21;FIN;Elisa Corporation;elisa;8935809;2024-02-22
FI elisa;elisa;2G-GSM None;244;45;FIN;Elisa Corporation;elisa;8935812;2024-02-22
FI elisa;elisa;4G-E-UTRAN None;244;45;FIN;Elisa Corporation;elisa;8935812;2024-02-22
FI elisa;elisa;4G-E-UTRAN-MIoT-LTE-M None;244;45;FIN;Elisa Corporation;elisa;8935812;2024-02-22
FI elisa;elisa;4G-E-UTRAN-MIoT-NB-IoT None;244;45;FIN;Elisa Corporation;elisa;8935812;2024-02-22
FI elisa;elisa;5G NR None;244;45;FIN;Elisa Corporation;elisa;8935812;2024-02-22
FI elisa;elisa;2G-GSM GSM 900;244;05;FIN;Elisa Corporation;elisa;8935802;2024-02-22
FI elisa;elisa;4G-E-UTRAN 1 - IMT 2.1 GHz;244;05;FIN;Elisa Corporation;elisa;8935802;2024-02-22
FI elisa;elisa;4G-E-UTRAN 20 - 800 MHz EDD;244;05;FIN;Elisa Corporation;elisa;8935802;2024-02-22
FI elisa;elisa;4G-E-UTRAN 28 - 700 MHz APAC;244;05;FIN;Elisa Corporation;elisa;8935802;2024-02-22
FI elisa;elisa;4G-E-UTRAN 3 - DCS 1800;244;05;FIN;Elisa Corporation;elisa;8935802;2024-02-22
FI elisa;elisa;4G-E-UTRAN 38 - TDD 2.6 GHz;244;05;FIN;Elisa Corporation;elisa;8935802;2024-02-22
FI elisa;elisa;4G-E-UTRAN 7 - 2.6 GHz;244;05;FIN;Elisa Corporation;elisa;8935802;2024-02-22
FI elisa;elisa;4G-E-UTRAN 8 - 900 MHz;244;05;FIN;Elisa Corporation;elisa;8935802;2024-02-22
FI elisa;elisa;4G-E-UTRAN-MIoT-LTE-M 20 - 800 MHz EDD;244;05;FIN;Elisa Corporation;elisa;8935802;2024-02-22
FI elisa;elisa;4G-E-UTRAN-MIoT-NB-IoT 20 - 800 MHz EDD;244;05;FIN;Elisa Corporation;elisa;8935802;2024-02-22
FI elisa;elisa;4G-E-UTRAN-MIoT-NB-IoT 3 - DCS 1800;244;05;FIN;Elisa Corporation;elisa;8935802;2024-02-22
FI elisa;elisa;5G NR n1 - FDD 2100;244;05;FIN;Elisa Corporation;elisa;8935802;2024-02-22
FI elisa;elisa;5G NR n257 - 28 GHz;244;05;FIN;Elisa Corporation;elisa;8935802;2024-02-22
FI elisa;elisa;5G NR n28 - FDD 700;244;05;FIN;Elisa Corporation;elisa;8935802;2024-02-22
FI elisa;elisa;5G NR n38 - TDD 2600;244;05;FIN;Elisa Corporation;elisa;8935802;2024-02-22
FI elisa;elisa;5G NR n7 - FDD 2600;244;05;FIN;Elisa Corporation;elisa;8935802;2024-02-22
FI elisa;elisa;5G NR n78 - TDD 3500;244;05;FIN;Elisa Corporation;elisa;8935802;2024-02-22
FI AMT;FI AMT;3G 2100;244;14;FIN;Ålands Telekommunikation Ab;Alands Telekommunikation Ab;8935807;2016-03-16
FI AMT;FI AMT;3G 900;244;14;FIN;Ålands Telekommunikation Ab;Alands Telekommunikation Ab;8935807;2018-11-20
FI AMT;FI AMT;GSM 900;244;14;FIN;Ålands Telekommunikation Ab;Alands Telekommunikation Ab;8935807;2016-03-16
FI AMT;FI AMT;LTE 1800;244;14;FIN;Ålands Telekommunikation Ab;Alands Telekommunikation Ab;8935807;2018-11-20
FI AMT;FI AMT;LTE 2600;244;14;FIN;Ålands Telekommunikation Ab;Alands Telekommunikation Ab;8935807;2018-12-11
FI AMT;FI AMT;LTE 800;244;14;FIN;Ålands Telekommunikation Ab;Alands Telekommunikation Ab;8935807;2018-11-20
DIGICEL;DIGICEL;3G 900;542;02;FJI;Digicel (Fiji) Ltd;Digicel (Fiji) Limited;8967902;2015-10-28
DIGICEL;DIGICEL;GSM 900;542;02;FJI;Digicel (Fiji) Ltd;Digicel (Fiji) Limited;8967902;2015-10-28
FJ VODAFONE;VODAFONE;3G 2100;542;01;FJI;Vodafone Fiji;VODAFONE;8967901;2016-02-04
FJ VODAFONE;VODAFONE;GSM 900;542;01;FJI;Vodafone Fiji;VODAFONE;8967901;2016-02-04
FJ VODAFONE;VODAFONE;LTE 1800;542;01;FJI;Vodafone Fiji;VODAFONE;8967901;2016-02-04
Sure FLK;Sure;GSM 1800;750;001;FLK;Sure Falkland Islands, Malvinas;Sure South Atlantic Limited;8950001;2015-10-28
Sure FLK;Sure;GSM 900;750;001;FLK;Sure Falkland Islands, Malvinas;Sure South Atlantic Limited;8950001;2015-10-28
Free;Free;3G 2100;208;15;FRA;Free Mobile;Free Mobile;893315;2015-08-05
Free;Free;3G 900;208;15;FRA;Free Mobile;Free Mobile;893315;2015-08-05
Free;Free;LTE 1800;208;15;FRA;Free Mobile;Free Mobile;893315;2020-03-03
Free;Free;LTE 1800;208;16;FRA;Free Mobile;Free Mobile;893315;2020-03-17
Free;Free;LTE 2600;208;15;FRA;Free Mobile;Free Mobile;893315;2020-03-03
Free;Free;LTE 2600;208;16;FRA;Free Mobile;Free Mobile;893315;2020-03-17
Free;Free;LTE 700;208;15;FRA;Free Mobile;Free Mobile;893315;2020-03-03
Free;Free;LTE 700;208;16;FRA;Free Mobile;Free Mobile;893315;2020-03-17
F - Contact;Contact;GSM 1800;208;13;FRA;SFR;SFR (Contact);893310;2016-03-02
F - Contact;Contact;GSM 900;208;13;FRA;SFR;SFR (Contact);893310;2016-03-02
SFR FEMTO;SFRFEMTO;3G 2100;208;11;FRA;SFR;SFR (FEMTO);893310;2016-03-02
F SFR;SFR;3G 2100;208;09;FRA;SFR;SFR;893310;2016-03-02
F SFR;SFR;3G 900;208;09;FRA;SFR;SFR;893310;2016-03-02
F SFR;SFR;GSM 1800;208;09;FRA;SFR;SFR;893310;2016-03-02
F SFR;SFR;GSM 900;208;09;FRA;SFR;SFR;893310;2016-03-02
F SFR;SFR;3G 2100;208;10;FRA;SFR;SFR;893310;2016-03-02
F SFR;SFR;3G 900;208;10;FRA;SFR;SFR;893310;2016-03-02
F SFR;SFR;GSM 1800;208;10;FRA;SFR;SFR;893310;2016-03-02
F SFR;SFR;GSM 900;208;10;FRA;SFR;SFR;893310;2016-03-02
F SFR;SFR;LTE 2600;208;10;FRA;SFR;SFR;893310;2016-03-02
F SFR;SFR;LTE 800;208;10;FRA;SFR;SFR;893310;2016-03-02
F - Contact;Contact;GSM 1800;208;88;FRA;Bouygues Télécom;Bouygues Telecom (Contact);893320;2016-02-04
F - Contact;Contact;GSM 900;208;88;FRA;Bouygues Télécom;Bouygues Telecom (Contact);893320;2016-02-04
F-Bouygues Telecom;BYTEL;3G 2100;208;20;FRA;Bouygues Télécom;Bouygues Telecom;893320;2016-02-04
F-Bouygues Telecom;BYTEL;GSM 1800;208;20;FRA;Bouygues Télécom;Bouygues Telecom;893320;2016-02-04
F-Bouygues Telecom;BYTEL;GSM 900;208;20;FRA;Bouygues Télécom;Bouygues Telecom;893320;2016-02-04
F-Contact;Contact;GSM 1800;208;02;FRA;Orange France;Orange France;893301;2015-12-14
F-Contact;Contact;GSM 900;208;02;FRA;Orange France;Orange France;893301;2015-12-14
Orange F;Orange;3G 2100;208;01;FRA;Orange France;Orange France;893301;2015-12-14
Orange F;Orange;3G 900;208;01;FRA;Orange France;Orange France;893301;2015-12-14
VODAFONE FO;VODAFONE;3G 2100;288;02;FRO;Nema;VODAFONE FO;8929802;2016-05-13
VODAFONE FO;VODAFONE;3G 2100;288;02;FRO;Nema;VODAFONE FO;8929802;2016-05-13
VODAFONE FO;VODAFONE;GSM 900;288;02;FRO;Nema;VODAFONE FO;8929802;2016-05-13
VODAFONE FO;VODAFONE;GSM 900;288;02;FRO;Nema;VODAFONE FO;8929802;2016-05-13
VODAFONE FO;VODAFONE;LTE 1800;288;02;FRO;Nema;VODAFONE FO;8929802;2016-05-13
Foroya Tele;FT-GSM;3G 1800;288;01;FRO;Foroya Tele;Faroese Telecom;8929801;2018-03-21
Foroya Tele;FT-GSM;3G 2100;288;01;FRO;Foroya Tele;Faroese Telecom;8929801;2012-09-13
Foroya Tele;FT-GSM;3G 900;288;01;FRO;Foroya Tele;Faroese Telecom;8929801;2012-09-13
Foroya Tele;FT-GSM;GSM 900;288;01;FRO;Foroya Tele;Faroese Telecom;8929801;2012-09-13
Foroya Tele;FT-GSM;LTE 800;288;01;FRO;Foroya Tele;Faroese Telecom;8929801;2018-03-21
FSM Telecom;FSM Tele;GSM 900;550;01;FSM;Federated States of Micronesia Telecommunications;FSM Telecommunications Corporation;8969101;2016-05-27
LIBERTIS;LIBERTIS;GSM 900;628;01;GAB;Gabon Telecom;LIBERTIS;8924101;2012-08-09
Airtel;Airtel;3G 2100 3G 2100;628;03;GAB;Airtel Gabon;Airtel;8924103;2024-04-04
Airtel;Airtel;3G 900 3G 900;628;03;GAB;Airtel Gabon;Airtel;8924103;2024-04-04
Airtel;Airtel;5G 3500 ( not yet availaible) 5G 3500;628;03;GAB;Airtel Gabon;Airtel;8924103;2024-04-05
Airtel;Airtel;GSM 1800 1800;628;03;GAB;Airtel Gabon;Airtel;8924103;2024-04-04
Airtel;Airtel;LTE 1800 LTE 1800;628;03;GAB;Airtel Gabon;Airtel;8924103;2024-04-05
Airtel;Airtel;LTE 2600 LTE 2600;628;03;GAB;Airtel Gabon;Airtel;8924103;2024-04-04
Airtel;Airtel;LTE 800 LTE 800;628;03;GAB;Airtel Gabon;Airtel;8924103;2024-04-04
Airtel-Vodafone;ATL-VOD;3G 2100;234;03;GBR;Jersey Airtel Limited;Airtel-Vodafone;894476;2016-03-02
Airtel-Vodafone;ATL-VOD;3G 900;234;03;GBR;Jersey Airtel Limited;Airtel-Vodafone;894476;2016-03-02
Airtel-Vodafone;ATL-VOD;GSM 1800;234;03;GBR;Jersey Airtel Limited;Airtel-Vodafone;894476;2016-03-02
Airtel-Vodafone;ATL-VOD;GSM 900;234;03;GBR;Jersey Airtel Limited;Airtel-Vodafone;894476;2016-03-02
Airtel-Vodafone;ATL-VOD;LTE 1800;234;03;GBR;Jersey Airtel Limited;Airtel-Vodafone;894476;2016-03-02
Airtel-Vodafone;ATL-VOD;LTE 2600;234;03;GBR;Jersey Airtel Limited;Airtel-Vodafone;894476;2016-03-02
Airtel-Vodafone;ATL-VOD;LTE 800;234;03;GBR;Jersey Airtel Limited;Airtel-Vodafone;894476;2016-03-02
vodafone UK;voda UK;3G 2100;234;15;GBR;Vodafone United Kingdom;vodafone;894410;2016-02-04
vodafone UK;voda UK;3G 900;234;15;GBR;Vodafone United Kingdom;vodafone;894410;2016-02-04
vodafone UK;voda UK;GSM 1800;234;15;GBR;Vodafone United Kingdom;vodafone;894410;2016-02-04
vodafone UK;voda UK;GSM 900;234;15;GBR;Vodafone United Kingdom;vodafone;894410;2016-02-04
vodafone UK;voda UK;LTE 2600;234;15;GBR;Vodafone United Kingdom;vodafone;894410;2016-02-04
vodafone UK;voda UK;LTE 800;234;15;GBR;Vodafone United Kingdom;vodafone;894410;2016-02-04
Manx Telecom;MANX;3G 2100;234;58;GBR;Manx Telecom;Manx Telecom;894453;2016-03-02
Manx Telecom;MANX;GSM 900;234;58;GBR;Manx Telecom;Manx Telecom;894453;2016-03-02
Sure;Sure;3G 2100;234;55;GBR;Sure Guernsey;Sure;894455;2016-05-25
Sure;Sure;3G 900;234;55;GBR;Sure Guernsey;Sure;894455;2016-05-25
Sure;Sure;GSM 900;234;55;GBR;Sure Guernsey;Sure;894455;2016-05-25
Sure;Sure;LTE 1800;234;55;GBR;Sure Guernsey;Sure;894455;2016-05-25
Sure;Sure;LTE 800;234;55;GBR;Sure Guernsey;Sure;894455;2017-02-27
JT;JT;3G 2100;234;50;GBR;JT;JT;894450;2015-12-14
JT;JT;GSM 1800;234;50;GBR;JT;JT;894450;2015-12-14
JT;JT;GSM 900;234;50;GBR;JT;JT;894450;2015-12-14
JT;JT;LTE 1800;234;50;GBR;JT;JT;894450;2018-11-20
JT;JT;LTE 2600;234;50;GBR;JT;JT;894450;2015-12-14
JT;JT;LTE 800;234;50;GBR;JT;JT;894450;2015-12-14
O2 - UK;O2 - UK;3G 2100;234;10;GBR;Virgin Media O2;O2 (UK);894411;2016-03-02
O2 - UK;O2 - UK;GSM 1800;234;10;GBR;Virgin Media O2;O2 (UK);894411;2016-03-02
O2 - UK;O2 - UK;GSM 900;234;10;GBR;Virgin Media O2;O2 (UK);894411;2016-03-02
Test 2;Manu;2G-GSM None;139;13;GBR;***Test RAEX Operator A;14;12;2024-02-13
Test1;Test;3G None;139;14;GBR;***Test RAEX Operator A;14;12;2024-02-20
Test 3;emma Tes;4g None;139;14;GBR;***Test RAEX Operator A;14;12;2024-06-26
EE;EE;3G 2100;234;30;GBR;EE Limited;T-Mobile;894430;2016-03-16
EE;EE;GSM 1800;234;30;GBR;EE Limited;T-Mobile;894430;2016-03-16
EE;EE;3G 2100;234;33;GBR;EE Limited;Orange;894412;2016-03-16
EE;EE;GSM 1800;234;33;GBR;EE Limited;Orange;894412;2016-03-16
3 UK;3 UK;3G 2100;234;20;GBR;3 United Kingdom;3;894420;2016-03-16
3 UK;3 UK;LTE 1400;234;20;GBR;3 United Kingdom;3;894420;2018-05-14
3 UK;3 UK;LTE 1800;234;20;GBR;3 United Kingdom;3;894420;2018-05-14
3 UK;3 UK;LTE 2100;234;20;GBR;3 United Kingdom;3;894420;2018-05-14
3 UK;3 UK;LTE 700;234;20;GBR;3 United Kingdom;3;894420;2021-09-15
3 UK;3 UK;LTE 800;234;20;GBR;3 United Kingdom;3;894420;2018-05-14
3 UK;3 UK;NRn 28;234;20;GBR;3 United Kingdom;3;894420;2021-09-15
3 UK;3 UK;NRn 78;234;20;GBR;3 United Kingdom;3;894420;2021-09-15
Cellfie;Cellfie;GSM 900;282;04;GEO;Cellfie Mobile LLC;Cellfie Mobile;8999504;2024-03-14
Cellfie;Cellfie;3G 2100;282;04;GEO;Cellfie Mobile LLC;Cellfie Mobitel;8999504;2024-03-14
Cellfie;Cellfie;3G 900;282;04;GEO;Cellfie Mobile LLC;Cellfie Mobitel;8999504;2024-03-14
Cellfie;Cellfie;5G NR 3575;282;04;GEO;Cellfie Mobile LLC;Cellfie Mobitel;8999504;2024-03-14
Cellfie;Cellfie;5G NR 760;282;04;GEO;Cellfie Mobile LLC;Cellfie Mobitel;8999504;2024-03-14
Cellfie;Cellfie;GSM 1800;282;04;GEO;Cellfie Mobile LLC;Cellfie Mobitel;8999504;2024-03-14
Cellfie;Cellfie;LTE 1800;282;04;GEO;Cellfie Mobile LLC;Cellfie Mobitel;8999504;2024-03-14
Cellfie;Cellfie;LTE 2100;282;04;GEO;Cellfie Mobile LLC;Cellfie Mobitel;8999504;2024-03-14
Cellfie;Cellfie;LTE 800;282;04;GEO;Cellfie Mobile LLC;Cellfie Mobitel;8999504;2024-03-14
MAGTI-GSM-GEO;MAGTI;3G 2100;282;02;GEO;Magticom Ltd;Magticom LTD;8999597;2021-11-09
MAGTI-GSM-GEO;MAGTI;3G 900;282;02;GEO;Magticom Ltd;Magticom LTD;8999597;2021-11-09
MAGTI-GSM-GEO;MAGTI;GSM 1800;282;02;GEO;Magticom Ltd;Magticom LTD;8999597;2012-07-05
MAGTI-GSM-GEO;MAGTI;GSM 900;282;02;GEO;Magticom Ltd;Magticom LTD;8999597;2012-07-05
MAGTI-GSM-GEO;MAGTI;LTE-FDD 1800;282;02;GEO;Magticom Ltd;Magticom LTD;8999597;2021-11-09
MAGTI-GSM-GEO;MAGTI;LTE-FDD 2100;282;02;GEO;Magticom Ltd;Magticom LTD;8999597;2021-11-09
MAGTI-GSM-GEO;MAGTI;LTE-FDD 800;282;02;GEO;Magticom Ltd;Magticom LTD;8999597;2021-11-09
MAGTI-GSM-GEO;MAGTI;LTE-FDD 900;282;02;GEO;Magticom Ltd;Magticom LTD;8999597;2021-11-09
GEO-GEOCELL;GCELL;3G 2100;282;01;GEO;Silknet JSC;GEOCELL;8999501;2015-12-14
GEO-GEOCELL;GCELL;GSM 1800;282;01;GEO;Silknet JSC;GEOCELL;8999501;2015-12-14
GEO-GEOCELL;GCELL;GSM 900;282;01;GEO;Silknet JSC;GEOCELL;8999501;2015-12-14
GH MTN;MTN;3G 2100;620;01;GHA;MTN Ghana;MTN;8923301;2019-05-21
GH MTN;MTN;GSM 1800;620;01;GHA;MTN Ghana;MTN;8923301;2019-05-21
GH MTN;MTN;GSM 900;620;01;GHA;MTN Ghana;MTN;8923301;2007-05-10
AirtelTigo;ATL-TIGO;3G 2100;620;03;GHA;AT Ghana;AirtelTigo;8923306;2018-11-13
AirtelTigo;ATL-TIGO;GSM 1800;620;03;GHA;AT Ghana;AirtelTigo;8923306;2018-11-13
AirtelTigo;ATL-TIGO;GSM 900;620;03;GHA;AT Ghana;AirtelTigo;8923306;2018-11-13
AirtelTigo;ATL-TIGO;3G 2100;620;06;GHA;AT Ghana;AirtelTigo;8923306;2018-01-22
AirtelTigo;ATL-TIGO;GSM 1800;620;06;GHA;AT Ghana;AirtelTigo;8923306;2018-01-22
AirtelTigo;ATL-TIGO;GSM 900;620;06;GHA;AT Ghana;AirtelTigo;8923306;2018-01-22
GIBTEL;GIBTEL;3G 2100;266;01;GIB;Gibtelecom Limited;GIBTEL;8935001;2016-08-25
GIBTEL;GIBTEL;GSM 1800;266;01;GIB;Gibtelecom Limited;GIBTEL;8935001;2016-08-25
GIBTEL;GIBTEL;GSM 900;266;01;GIB;Gibtelecom Limited;GIBTEL;8935001;2016-08-25
GIBTEL;GIBTEL;LTE 2600;266;01;GIB;Gibtelecom Limited;GIBTEL;8935001;2016-08-25
GIBTEL;GIBTEL;LTE 800;266;01;GIB;Gibtelecom Limited;GIBTEL;8935001;2016-08-25
GIBFIBRE;GIBFIBRE;LTE 1800;266;03;GIB;GIBFIBRE Limited;GIBFIBRE;8935003;2022-08-23
GIBFIBRE;GIBFIBRE;LTE 2600;266;03;GIB;GIBFIBRE Limited;GIBFIBRE;8935003;2022-08-23
GINCL;Cellcom;3G 2100;611;05;GIN;Cellcom - Guinée S.A.;Cellcom Guinée;8922465;2016-03-10
GINCL;Cellcom;GSM 1800;611;05;GIN;Cellcom - Guinée S.A.;Cellcom Guinée;8922465;2016-03-10
GINCL;Cellcom;GSM 900;611;05;GIN;Cellcom - Guinée S.A.;Cellcom Guinée;8922465;2016-03-10
Orange GN;ORANGEGN;GSM 1800;611;01;GIN;Orange Guinée S.A.;Orange Guinee;8922401;2007-06-26
Orange GN;ORANGEGN;GSM 900;611;01;GIN;Orange Guinée S.A.;Orange Guinee;8922401;2007-06-26
SFR;SFR;GSM 1800;340;02;GLP;Outremer Télécom;Outremer;8959402;2016-06-30
SFR;SFR;GSM 900;340;02;GLP;Outremer Télécom;Outremer;8959402;2016-06-30
Digicel;DigicelF;3G 1800;340;20;GLP;Digicel Antilles Française Guyane;Digicel;8959620;2022-06-23
Digicel;DigicelF;3G 2100;340;20;GLP;Digicel Antilles Française Guyane;Digicel;8959620;2016-03-16
Digicel;DigicelF;3G 900;340;20;GLP;Digicel Antilles Française Guyane;Digicel;8959620;2022-06-23
Digicel;DigicelF;GSM 900;340;20;GLP;Digicel Antilles Française Guyane;Digicel;8959620;2016-03-16
Digicel;DigicelF;LTE 1800;340;20;GLP;Digicel Antilles Française Guyane;Digicel;8959620;2022-06-23
Digicel;DigicelF;LTE 2100;340;20;GLP;Digicel Antilles Française Guyane;Digicel;8959620;2022-06-23
Digicel;DigicelF;LTE 2600;340;20;GLP;Digicel Antilles Française Guyane;Digicel;8959620;2022-06-23
F-Orange;Orange;GSM 900;340;01;GLP;Orange French West indies;Orange;8959001;2016-03-02
